,Job info,Skills,location
1344,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Business/Systems Analysis', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['time series analysis ', 'dashboards ', 'sql ', 'data science ', 'customer analysis ', 'data scientist ', 'data visualization ', 'customer analytics ', 'data analysis ', 'algorithm development ', 'predictive modeling ']",United States of America (USA) (United States Of America (usa))
1345,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Business/Systems Analysis', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['visualization ', 'business requirements ', 'information technology ', 'data analytics ', 'conference ', 'data science ', 'solution design ', 'data visualization ', 'big data analytics ', 'consulting ', 'data analysis ', 'statistical analysis ']",United States of America (USA) (United States Of America (usa))
1346,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Business/Systems Analysis', 'Qualification:                         M.Sc. (Science)                                                                                       Any Graduate', 'M.Sc. (Science)', 'Any Graduate', 'Employment Type:               Full Time']","['visualization ', 'business requirements ', 'information technology ', 'data analytics ', 'conference ', 'data science ', 'solution design ', 'data visualization ', 'big data analytics ', 'consulting ', 'data analysis ', 'statistical analysis ']",United States of America (USA) (United States Of America (usa))
1347,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - Back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Data typing / Data management '],"Nalgonda (Andhra Pradesh), Nellore (Andhra Pradesh), Nizamabad (Andhra Pradesh), Ongole (Andhra Pradesh), Rajahmundry (Andhra Pradesh)"
1348,"['Job Function: Administration,Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - Back office', 'Specialization:Administration,Data entry,Front Office', 'Role:               Computer Operator/ Data Entry Operator', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['Typing ', 'computer operator ', 'operator ']","Gurgaon (Haryana), Pune (Maharashtra), Sonepat (Haryana), Navi Mumbai (Maharashtra), Shillong (Meghalaya)"
1349,"['Job Function: Operations/Customer Service/Telecalling/Backend', 'Industry: Others - support', 'Specialization:Any Process - Both BPO Type', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Back Office Server '],"Silchar (Assam), Patna (Bihar), Bilaspur (Chhattisgarh), Raipur (Chhattisgarh), Rajkot (Gujarat)"
1350,"['Job Function: Operations/Customer Service/Telecalling/Backend,Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - computer operation', 'Specialization:Any Process - International BPO Type,Data entry,Front Office', 'Role:               Data Entry/ DTP/ Data Conversion - Team Leader, Data Entry/ DTP/ Data Conversion - Manager', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['computer operators '],"Gurgaon (Haryana), Chandigarh (Punjab), Surat (Gujarat), Vadodara (Gujarat), Faridabad (Haryana)"
1351,"['Job Function: IT Software : Software Products & Services', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans', 'Specialization:Software Engineer,System Administration,System Security,Systems Programming', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Hadoop ', 'airflow ', 'Big Data ', 'luigi ', 'Spark ', 'AWS ', 'Python ', 'SQL ']","Hyderabad/ Secunderabad (Andhra Pradesh), Kolkata (West Bengal), Mumbai (Maharashtra), Noida/ Greater Noida (Uttar Pradesh), Pune (Maharashtra)"
1352,"['Job Function: Operations/Customer Service/Telecalling/Backend', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans', 'Specialization:Any Process - Both BPO Type', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Typing speeed '],"Patna (Bihar), Rajkot (Gujarat), Surat (Gujarat), Vadodara (Gujarat), Ambala (Haryana)"
1353,"['Job Function: Sales/Business Development', 'Industry: Others - internet', 'Specialization:Accounting/Financial Products', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['Good typing speed', 'Good typing speed']","Sangareddy (Andhra Pradesh), Srikakulam (Andhra Pradesh), Tirupati (Andhra Pradesh), Vijayawada (Andhra Pradesh), Visakhapatnam (Andhra Pradesh)"
1354,"['Job Function: Administration', 'Industry: Others - Data entry', 'Specialization:Administration', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['data typing '],"Akola (Maharashtra), Kalyan (Maharashtra), Kolhapur (Maharashtra), Nagpur (Maharashtra), Navi Mumbai (Maharashtra)"
1355,"['Job Function: Production/Manufacturing/Maintenance/Packaging', 'Industry: Others - Chemicals', 'Specialization:Product Development,Production Management,Production/Manufacturing/Maintenance', 'Role:               Commercial Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time', 'Vacancies: 2']","['application ', 'presales ', 'post sales ', 'Plastics ', 'Inks ', 'Coatings ', 'polymer science ']","Mumbai (Maharashtra), Ahmedabad (Gujarat), Surat (Gujarat), Navi Mumbai (Maharashtra), Thane (Maharashtra)"
1356,"['Job Function: Business Mgmt./Consultants/Freelancers', 'Industry: Others - typing', 'Specialization:Freelance Artist,Freelance Copywriter,Freelance Writer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['internet based work', 'internet based work']","Shillong (Meghalaya), Aizawal (Mizoram), Dimapur (Nagaland), Kohima (Nagaland), Bhubaneshwar (Orissa)"
1357,"['Job Function: Content/Editors/Journalists,Materials/Logistics/Supply Chain Mgmt/Procurement', 'Industry: Fashion/Modelling,  Marine/Aviation/Military/Mining/Shipping', 'Specialization:Business Content Developer,Fashion Content Developer,Principal Correspondent,Material Management', 'Role:               Content Developer/ Content Writer, Content Development - Manager/ Head, Chief of Bureau/ Editor in Chief - Journal, Chief of Bureau/ Editor in Chief - Magazine', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Senior Technical Consultant ', 'Customer Service Representative ', 'customer service ', 'software engineer ', 'junior software engineer ']","Chennai (Tamil Nadu), Delhi (Delhi), Kolkata (West Bengal), Mumbai (Maharashtra), Gandhinagar (Gujarat)"
1358,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - computer operator', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['computer operators '],"Dibrugarh (Assam), Jamnagar (Gujarat), Rohtak (Haryana), Yamunanagar (Haryana), Bokaro (Jharkhand)"
1359,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - computer operation', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['computer operator '],"Noida/ Greater Noida (Uttar Pradesh), Gorakhpur (Uttar Pradesh), Kanpur (Uttar Pradesh), Muzaffarnagar (Uttar Pradesh), Dehradun (Uttaranchal)"
1360,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Bhavnagar (Gujarat), Bhuj (Gujarat), Botad (Gujarat), Dahod (Gujarat), Deesa (Gujarat)"
1361,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Ankleshwar (Gujarat), Bharuch (Gujarat), Bhavnagar (Gujarat)"
1362,"['Job Function: Operations/Customer Service/Telecalling/Backend', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans', 'Specialization:Blended Process - Both BPO Type,Blended Process - Domestic BPO Type,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type', 'Role:               Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['call center ', 'Customer Service ', 'customer service executive ', 'customer care executive ', 'cce ', 'sales executive ', 'tech support ', 'technical support executive ', 'bpo ', 'Customer Care ']","Chandigarh (Punjab), Mohali (Punjab)"
1363,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Vasco Da Gama (Goa), Amreli (Gujarat), Anand (Gujarat)"
1364,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Bhagalpur (Bihar), Muzaffarpur (Bihar), Patna (Bihar)"
1365,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['good internet experience', 'good internet experience']","Palakkad (Kerala), Thiruvananthapuram (Kerala), Thrissur (Kerala), Bhopal (Madhya Pradesh), Gwalior (Madhya Pradesh)"
1366,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Nadiad (Gujarat), Navsari (Gujarat), Palanpur (Gujarat), Patan (Gujarat), Porbandar (Gujarat)"
1367,"['Job Function: Operations/Customer Service/Telecalling/Backend,Front Office Staff/Secretarial/Computer Operator', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans,  Software Services', 'Specialization:Medical Transcription,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type,Data entry', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Back Office Operations '],"Ahmedabad (Gujarat), Khammam (Andhra Pradesh), Gandhidham (Gujarat), Jamnagar (Gujarat), Jetpur (Gujarat)"
1368,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Back Office Support '],"Delhi (Delhi), Pondicherry/ Puducherry (Union Territories), Guntur (Andhra Pradesh), Rajahmundry (Andhra Pradesh), Guwahati (Assam)"
1369,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['work from home', 'work from home']","Shimla (Himachal Pradesh), Kargil (Jammu & Kashmir), Rajouri (Jammu & Kashmir), Srinagar (Jammu & Kashmir), Bokaro (Jharkhand)"
1370,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - Back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['computer knowledge', 'computer knowledge']","Indore (Madhya Pradesh), Satna (Madhya Pradesh), Ujjain (Madhya Pradesh), Kalyan (Maharashtra), Kolhapur (Maharashtra)"
1371,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['work from home', 'work from home']","Shimla (Himachal Pradesh), Kargil (Jammu & Kashmir), Rajouri (Jammu & Kashmir), Srinagar (Jammu & Kashmir), Bokaro (Jharkhand)"
1372,"['Job Function: Production/Manufacturing/Maintenance/Packaging', 'Industry: Manufacturing/Industrial,  Petrochemicals', 'Specialization:Production/Manufacturing/Maintenance', 'Role:               Quality Assurance/ Control - Manager, Other Quality/ Process Control', 'Qualification:                         CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)                                                                                       Any Graduate', 'CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)', 'Any Graduate', 'Employment Type:               Full Time']","['R & D Plant ', 'Polymer downstream process ', 'Original research ', 'academic publications ', 'Chemistry ', 'Chemical Engineering ', 'Polymer Science ', 'material science ']","Al Madina Al Munawarah (Al Madina Al Munawarah), Eastern Province (Eastern Province), Jeddah (Jeddah), SAUDI ARABIA (Saudi Arabia)"
1373,"['Job Function: Engg. project Mgmt./site Engg./Civil Engg.,Materials/Logistics/Supply Chain Mgmt/Procurement', 'Industry: Petroleum/Oil and Gas/Power', 'Specialization:Civil,Mechanical,Oil & Gas,Logistics', 'Role:               Design Engineer - Mechanical, Logistics - Executive/ Officer, Logistics Manager/ Head, Management Trainee/ Trainee', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Demonstrated commitment to personal and process safety', 'Demonstrated commitment to personal and process safety', 'Bachelor of Applied Science or Engineering degree.', 'Bachelor of Applied Science or Engineering degree.']","Solapur (Maharashtra), Thane (Maharashtra), Vasai (Maharashtra), Virar (Maharashtra), Yavatmal (Maharashtra)"
1374,"['Job Function: Accounting/Tax/Company Secretary/Audit,Finance', 'Industry: Accounting-Tax/Consulting,  Retailing', 'Specialization:data analsyt,Retail Finance', 'Role:               Financial Analyst', 'Qualification:                         BE/ B.Tech (Engineering)', 'BE/ B.Tech (Engineering)', 'Employment Type:               Full Time']","['Data Analysis ', 'data analyst ', 'analyst ', 'senior analyst ']","Mumbai (Maharashtra), Navi Mumbai (Maharashtra)"
1375,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Data Centre Solutions '],"Thiruvananthapuram (Kerala), Thrissur (Kerala), Bhopal (Madhya Pradesh), Gwalior (Madhya Pradesh), Jabalpur (Madhya Pradesh)"
1376,"['Job Function: Administration,Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - Back office', 'Specialization:Administration,Data entry,Front Office', 'Role:               Computer Operator/ Data Entry Operator', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['Typing ', 'computer operator ', 'operator ']","Gurgaon (Haryana), Pune (Maharashtra), Sonepat (Haryana), Navi Mumbai (Maharashtra), Shillong (Meghalaya)"
1377,"['Job Function: Operations/Customer Service/Telecalling/Backend,Front Office Staff/Secretarial/Computer Operator', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans,  Software Services', 'Specialization:Medical Transcription,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type,Data entry', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['Backup Operations ', 'computer operator ', 'typing ']","Ahmedabad (Gujarat), Guwahati (Assam), Patna (Bihar), Bilaspur (Chhattisgarh), Raipur (Chhattisgarh)"
1378,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - data operation', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['good management skill', 'good management skill']","Delhi (Delhi), Erode (Tamil Nadu), Hosur (Tamil Nadu), Kanniyakumari (Tamil Nadu), Nagercoil (Tamil Nadu)"
1379,"['Job Function: IT Software : Software Products & Services', 'Industry: Internet/Dot com/ISP', 'Specialization:Business/Systems Analysis', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['visualization ', 'business requirements ', 'dashboards ', 'use cases ', 'advanced analytics ', 'mining ', 'data cleaning ', 'sql ', 'data science ', 'tableau ', 'analyst ', 'statistical analysis ']",Switzerland (Switzerland)
1380,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Data Warehousing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['program management ', 'data analytics ', 'data governance ', 'data mining ', 'data science ', 'san ', 'sas ', 'consulting ', 'business analytics ', 'statistical analysis ']",United States of America (USA) (United States Of America (usa))
1381,"['Job Function: Business Mgmt./Consultants/Freelancers', 'Industry: Others - Typing', 'Specialization:Freelance Artist,Freelance Copywriter,Freelance Editor,Freelance Writer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['Computer operator ', 'Typing ', 'Back Office Operations ']","Hyderabad/ Secunderabad (Andhra Pradesh), Kolkata (West Bengal), Mumbai (Maharashtra), Noida/ Greater Noida (Uttar Pradesh), Pune (Maharashtra)"
1382,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Bhilai-Durg (Chhattisgarh), Bilaspur (Chhattisgarh), Raipur (Chhattisgarh)"
1383,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Itanagar (Arunachal Pradesh), Bongaigaon (Assam), Dhubri (Assam), Dibrugarh (Assam), Jorhat (Assam)"
1384,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Cuddapah (Andhra Pradesh), Guntakal (Andhra Pradesh), Kakinada (Andhra Pradesh), Karimnagar (Andhra Pradesh), Khammam (Andhra Pradesh)"
1385,"['Job Function: Bio Tech/R&D/Scientist', 'Industry: Biotechnology/Pharmaceutical/Medicine,  Manufacturing/Industrial', 'Specialization:Clinical Research', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['medical writing ', 'regulatory ', 'clinical data ', 'clinical trials ', 'biostatistics ', 'clinical operations ', 'medical affairs ', 'clinical ', 'clinical development ', 'statistical programming ']",United States of America (USA) (United States Of America (usa))
1386,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Surendranagar (Gujarat), Veraval (Gujarat), Wankaner (Gujarat), Ambala (Haryana)"
1387,"['Job Function: IT Hardware : Hardware Products & Services', 'Industry: IT-Hardware/Networking,  Internet/Dot com/ISP', 'Specialization:Database analysts and data administrators', 'Role:               RF Installation & Administration Engineer, System Administrator, System Administrator, Network Administrator', 'Qualification:                         CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)                                                                                       Any Graduate', 'CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)', 'Any Graduate', 'Employment Type:               Full Time', 'Vacancies: 22']","['Database Administration ', 'Database Algorithms Database Analyzing ', 'Database Design ', 'd ', 'Data Base Administration ', 'Data Analysis ', 'data analyst ', 'Data Centre Solutions ']","Australia (Australia), Canada (Canada), United Arab Emirates (UAE) (United Arab Emirates (uae))"
1388,"['Job Function: Marketing/MR/Media Planning,Sales/Business Development', 'Industry: Advertising/PR/Event Management', 'Specialization:Direct marketing,Advertising/Media/Arts', 'Role:               Media Planning - Executive/ Officer, PR/ Media Relations - Executive, Marketing Executive, Online/ Internet Marketing - Executive/ Manager', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time', 'Vacancies: 85']","['Part Time ', 'Online Promotion ', 'internet advertising ', 'online marketing ', 'FRESHERS ', 'DATA ENTRY ', 'COMPUTER OPERATOR ', 'GRADUATE FRESHER ', 'MBA FRESHER ', 'SEARCH ENGINE ', 'FREELANCER ']","Bengaluru/ Bangalore (Karnataka), Hyderabad/ Secunderabad (Andhra Pradesh), Pune (Maharashtra), Adilabad (Andhra Pradesh), Navi Mumbai (Maharashtra)"
1389,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Mahabubnagar (Andhra Pradesh), Medak (Andhra Pradesh), Ongole (Andhra Pradesh), Sangareddy (Andhra Pradesh), Srikakulam (Andhra Pradesh)"
1390,"['Job Function: IT Software : Software Products & Services', 'Industry: Educational/Training,  Research/Surveyor/MR', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['hive ', 'c ', 'sql ', 'java ', 'linux ', 'hadoop ', 'big data ', 'python ', 'c ', 'sas ', 'natural language processing ', 'machine learning ', 'nosql ', 'mapreduce ']",Bengaluru/ Bangalore (Karnataka)
1391,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Adilabad (Andhra Pradesh), Anantapur (Andhra Pradesh), Virar (Maharashtra), Imphal (Manipur), Shillong (Meghalaya)"
1392,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - data operation', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']","['good typing speed', 'good typing speed']","Ahmedabad (Gujarat), Bengaluru/ Bangalore (Karnataka), Delhi (Delhi), Cochin/ Kochi/ Ernakulam (Kerala)"
1393,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - data operation', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Data Base Administration '],"Guwahati (Assam), Silchar (Assam), Patna (Bihar), Panjim/ Panaji (Goa), Vasco Da Gama (Goa)"
1394,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Daman & Diu (Union Territories), Lakshdweep (Union Territories), Kalyan (Maharashtra), Nasik (Maharashtra), Vasai (Maharashtra)"
1395,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - computer operator', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['Back Office Operations '],"Delhi (Delhi), Hyderabad/ Secunderabad (Andhra Pradesh), Chandigarh (Punjab), Guntur (Andhra Pradesh), Kakinada (Andhra Pradesh)"
1396,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Business/Systems Analysis', 'Qualification:                         MBA/ PGDM                                                                                       Any Graduate', 'MBA/ PGDM', 'Any Graduate', 'Employment Type:               Full Time']","['visualization ', 'dashboards ', 'use cases ', 'data governance ', 'data warehousing ', 'user stories ', 'sql ', 'data science ', 'predictive analytics ', 'mobile ', 'tableau ']",Hyderabad/ Secunderabad (Andhra Pradesh)
1397,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Guntakal (Andhra Pradesh), Guntur (Andhra Pradesh), Kakinada (Andhra Pradesh), Durgapur (West Bengal), Siliguri (West Bengal)"
1398,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Andaman & Nicobar (Union Territories), Dadra & Nagar Haveli - Silvassa (Union Territories), Thrissur (Kerala), Bhopal (Madhya Pradesh), Dombivali (Maharashtra)"
1399,"['Job Function: Corporate Planning/Consulting/Strategy', 'Industry: Recruitment/Placement Agencies', 'Specialization:Joint Ventures', 'Role:               Other Corporate Planning/ Strategic Management', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['computer knowledge', 'computer knowledge']","Ludhiana (Punjab), Mohali (Punjab), Patiala (Punjab)"
1400,"['Job Function: Operations/Customer Service/Telecalling/Backend', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans', 'Specialization:Technical Process', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['SQL ', 'IBM Cognos ', 'Spotfire ', 'Knowledge of Scripting (XML', 'Knowledge of Scripting (XML', 'Java Script ', 'Shell Scripting ', 'Perl etc) ']",Bengaluru/ Bangalore (Karnataka)
1401,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Business/Systems Analysis', 'Qualification:                         MBA/ PGDM                                                                                       Any Graduate', 'MBA/ PGDM', 'Any Graduate', 'Employment Type:               Full Time']","['visualization ', 'dashboards ', 'use cases ', 'business environment ', 'data governance ', 'data warehousing ', 'user stories ', 'sql ', 'data science ', 'predictive analytics ', 'mobile ', 'tableau ']",Bulgaria (Bulgaria)
1402,"['Job Function: Front Office Staff/Secretarial/Computer Operator', 'Industry: Others - back office', 'Specialization:Data entry,Front Office', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Part Time']",['computer operation '],"Noida/ Greater Noida (Uttar Pradesh), Dehradun (Uttaranchal), Roorkee (Uttaranchal), Asansol (West Bengal), Siliguri (West Bengal)"
