,Job info,Skills,location
535,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Jhajjar (Haryana), Jind (Haryana), Kaithal (Haryana), Karnal (Haryana), Kurukshetra (Haryana)"
536,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Bhiwani (Haryana), Chandigarh (Punjab), Faridabad (Haryana), Fatehabad (Haryana), Hissar (Haryana)"
537,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Vadodara (Gujarat), Valsad -Vapi (Gujarat), Veraval (Gujarat), Wankaner (Gujarat), Ambala (Haryana)"
538,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Patan (Gujarat), Porbandar (Gujarat), Rajkot (Gujarat), Surat (Gujarat), Surendranagar (Gujarat)"
539,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Mehsana (Gujarat), Morbi (Gujarat), Nadiad (Gujarat), Navsari (Gujarat), Palanpur (Gujarat)"
540,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Jamnagar (Gujarat), Jetpur (Gujarat), Junagarh (Gujarat), Kalol (Gujarat), Kandla (Gujarat)"
541,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Gandhidham (Gujarat), Gandhinagar (Gujarat), Gir (Gujarat), Godhra (Gujarat), Gondal (Gujarat)"
542,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Bhavnagar (Gujarat), Bhuj (Gujarat), Botad (Gujarat), Dahod (Gujarat), Deesa (Gujarat)"
543,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Ahmedabad (Gujarat), Amreli (Gujarat), Anand (Gujarat), Ankleshwar (Gujarat), Bharuch (Gujarat)"
544,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Bhilai-Durg (Chhattisgarh), Bilaspur (Chhattisgarh), Raipur (Chhattisgarh), Panjim/ Panaji (Goa), Vasco Da Gama (Goa)"
545,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Sibsagar (Assam), Tezpur (Assam), Bhagalpur (Bihar), Muzaffarpur (Bihar), Patna (Bihar)"
546,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Bongaigaon (Assam), Dhubri (Assam), Dibrugarh (Assam), Guwahati (Assam), Jorhat (Assam)"
547,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Adilabad (Andhra Pradesh), Anantapur (Andhra Pradesh), Chittoor (Andhra Pradesh), Guntur (Andhra Pradesh), Kurnool (Andhra Pradesh)"
548,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Adilabad (Andhra Pradesh), Anantapur (Andhra Pradesh), Chittoor (Andhra Pradesh), Guntur (Andhra Pradesh), Kurnool (Andhra Pradesh)"
549,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Gurgaon (Haryana), Hyderabad/ Secunderabad (Andhra Pradesh), Kolkata (West Bengal), Mumbai (Maharashtra), Pune (Maharashtra)"
550,"['Job Function: Ticketing/Reservation/Travel Agent/Airlines', 'Industry: Hotel/Travel/Tourism/Airlines/Hospitality', 'Specialization:Air Hostess,Cabin Crew,Ground Staff,Ticketing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['Domestic Ticketing ', 'Ticketing ', 'Airport Handling Operation Ground Handling ', 'Aerospace Aviation Defense ', 'Data entry ', 'Airport ']","Ahmedabad (Gujarat), Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Delhi (Delhi), Delhi/ NCR (Delhi)"
551,"['Job Function: Operations/Customer Service/Telecalling/Backend', 'Industry: CRM/CallCentres/BPO/ITES/Med.Trans', 'Specialization:Any Process - Both BPO Type,Any Process - Domestic BPO Type,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type', 'Role:               Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support Associate (Non Voice), Technical Support - Asst. Team Lead/ Mentor (Voice)', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['tech support ', 'technical support ', 'bpo ', 'kpo ', 'Customer ', 'Executive ', 'computer operator ', 'data entry ', 'customer care Executive ', 'customer care officer ', 'voice ', 'non voice ', 'tech sales ']","Chandigarh (Punjab), Panchkula (Haryana), Mohali (Punjab)"
552,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['python ', 'arcgis ', 'data mining ', 'esri ', 'machine learning ', 'user documentation ']",United States of America (USA) (United States Of America (usa))
553,"['Job Function: IT Software : Software Products & Services', 'Industry: Advertising/PR/Event Management', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'data mining ', 'database ', 'java ', 'hadoop ', 'big data ', 'python ', 'problem solving ', 'machine learning ', 'written communication', 'written communication']",Bengaluru/ Bangalore (Karnataka)
554,"['Job Function: IT Software : Software Products & Services', 'Industry: Manufacturing/Industrial', 'Specialization:Database Administration (DBA)', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'data mining ', 'bi ', 'sql ', 'big data ', 'c ', 'team player ', 'machine learning ', 'nosql ']",Cairo (Cairo)
555,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['sql ', 'data extraction ', 'python ', 'machine learning ', 'consultant ']",Chicago (Illinois)
556,"['Job Function: IT Software : Software Products & Services', 'Industry: Consumer Durables/FMCG,  Manufacturing/Industrial', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['c ', 'data mining ', 'sql ', 'java ', 'python ', 'c ', 'machine learning ', 'javascript ', 'artificial neural networks ']",China (China)
557,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['css ', 'java ', 'asp.net ', 'software engineering ', 'html ', 'big data ', 'c# ', 'node.js ', '.net ', 'sql programming ', 'bi ', 'data warehousing ', 'jquery ', 'electronic devices ', 'database development ', 'sql ', 'mvc ', 'hadoop ', 'cloud computing ', 'business applications ']",Bengaluru/ Bangalore (Karnataka)
558,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['data mining ', 'storage ', 'hadoop ', 'big data ', 'mongodb ', 'hbase ', 'python ', 'cassandra ']",Philippines (Philippines)
559,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Data Warehousing', 'Qualification:                         ME/ M.Tech./ MS (Engg/ Sciences)                                                                                       Any Graduate', 'ME/ M.Tech./ MS (Engg/ Sciences)', 'Any Graduate', 'Employment Type:               Full Time']","['bi ', 'data marts ', 'business intelligence ', 'etl ', 'business applications ', 'crm ', 'ssas ', 'qlikview ', 'business intelligence tools ', 'hitachi ', 'consultant ', 'ssis ']",United Kingdom (UK) (United Kingdom (uk))
560,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Software Engineer', 'Qualification:                         MCA/ PGDCA                                                                                       BCA (Computer Application)', 'MCA/ PGDCA', 'BCA (Computer Application)', 'Employment Type:               Full Time']","['python ', 'data warehousing ', 'senior software engineer ', 'machine learning ', 'sql ', 'nosql ', 'java ', 'git ', 'ror ', 'cassandra ', 'mongodb ']",Pune (Maharashtra)
561,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['c ', 'pig ', 'java ', 'python ', 'hive ', 'sql ', 'data extraction ', 'linux ', 'hadoop ', 'c ', 'sas ', 'problem solving ', 'consultant ']",United States of America (USA) (United States Of America (usa))
562,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['java ', 'games ', 'big data ', 'python ', 'oracle ', 'nosql ', 'algorithms ', 'scala ', 'bi ', 'sql ', 'git ', 'cloud services ', 'c ', 'machine learning ', 'written communication', 'written communication', 'infrastructure ', 'leadership skills', 'leadership skills']",Brazil (Brazil)
563,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['hive ', 'information technology ', 'solution designer ', 'sql ', 'pig ', 'data extraction ', 'mysql ', 'hadoop ', 'python ', 'problem solving ', 'team player ', 'machine learning ', 'production support ', 'infrastructure ', 'production environment ', 'hdfs ', 'forms ']",Singapore (Singapore)
564,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['apache ', 'api ', 'big data ', 'python ', 'data warehousing ', 'sql ', 'crm ', 'san ', 'machine learning ', 'written communication', 'written communication']",United States of America (USA) (United States Of America (usa))
565,"['Job Function: IT Software : Software Products & Services', 'Industry: Manufacturing/Industrial', 'Specialization:Database Administration (DBA)', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'data mining ', 'bi ', 'sql ', 'big data ', 'c ', 'team player ', 'machine learning ', 'nosql ']",Cairo (Cairo)
566,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['python ', 'data warehousing ', 'machine learning ', 'sql ', 'nosql ', 'java ', 'git ', 'ror ', 'cassandra ', 'mongodb ']",Pune (Maharashtra)
567,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'information technology ', 'scala ', 'java ', 'big data ', 'python ', 'natural language processing ', 'machine learning ']",United States of America (USA) (United States Of America (usa))
568,"['Job Function: HR/PM/IR/Training', 'Industry: Biotechnology/Pharmaceutical/Medicine,  Manufacturing/Industrial', 'Specialization:Recruitment', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['learning ', 'conflict resolution ', 'recruitment ', 'communication', 'communication', 'communication skills', 'communication skills', 'decision making ', 'processing ']",United Kingdom (UK) (United Kingdom (uk))
569,"['Job Function: IT Software : Software Products & Services', 'Industry: Biotechnology/Pharmaceutical/Medicine,  Manufacturing/Industrial', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'pascal ', 'problem solving ', 'machine learning ', 'biometrics ', 'infrastructure ', 'project delivery ', 'management systems ']",United Kingdom (UK) (United Kingdom (uk))
570,"['Job Function: IT Software : Software Products & Services', 'Industry: Biotechnology/Pharmaceutical/Medicine,  Manufacturing/Industrial', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'pascal ', 'problem solving ', 'machine learning ', 'biometrics ', 'infrastructure ', 'project delivery ', 'management systems ']",United Kingdom (UK) (United Kingdom (uk))
571,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['data structures ', 'python ', 'algorithms ', 'security ', 'pattern recognition ', 'sas ', 'team player ', 'machine learning ']",Bengaluru/ Bangalore (Karnataka)
572,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Data Warehousing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'conference ', 'cloud services ', 'python ', 'oracle ', 'information management ', 'problem solving ', 'machine learning ']",Singapore (Singapore)
573,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['java ', 'games ', 'big data ', 'python ', 'oracle ', 'nosql ', 'algorithms ', 'scala ', 'bi ', 'sql ', 'git ', 'cloud services ', 'c ', 'machine learning ', 'written communication', 'written communication', 'infrastructure ', 'leadership skills', 'leadership skills']",Brazil (Brazil)
574,"['Job Function: IT Software : Software Products & Services', 'Industry: Biotechnology/Pharmaceutical/Medicine,  Manufacturing/Industrial', 'Specialization:Software Engineer', 'Qualification:                         ME/ M.Tech./ MS (Engg/ Sciences)                                                                                       Any Graduate', 'ME/ M.Tech./ MS (Engg/ Sciences)', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'pascal ', 'sql ', 'cloud computing ', 'python ', 'natural language processing ', 'machine learning ']",United States of America (USA) (United States Of America (usa))
575,"['Job Function: IT Software : Software Products & Services', 'Industry: Telecom,  Software Services', 'Specialization:Data Warehousing', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'java ', 'apache ', 'hadoop ', 'rest ', 'python ', 'mobile ', 'machine learning ']",Bengaluru/ Bangalore (Karnataka)
576,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['c ', 'java ', 'software engineering ', 'big data ', 'python ', 'director ', 'sql ', 'hadoop ', 'cloud computing ', 'c ', 'machine learning ']",Chicago (Illinois)
577,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['com ', 'hive ', 'algorithms ', 'natural language processing ', 'scala ', 'information retrieval ', 'mining ', 'machine learning ', 'java ', 'mapreduce ']",Bengaluru/ Bangalore (Karnataka)
578,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'c ', 'scala ', 'ensemble ', 'sql ', 'oop ', 'java ', 'linux ', 'software engineer ', 'data structures ', 'c# ', 'python ', 'machine learning ', 'javascript ']",Canada (Canada)
579,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'information technology ', 'scala ', 'data mining ', 'ensemble ', 'java ', 'big data ', 'san ', 'python ', 'machine learning ']",United States of America (USA) (United States Of America (usa))
580,"['Job Function: IT Software : Software Products & Services', 'Industry: Financial Services/Stockbroking,  Banking', 'Specialization:Database Administration (DBA)', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['hive ', 'sql ', 'python ', 'consultant ']",Mumbai (Maharashtra)
581,"['Job Function: IT Software : Software Products & Services', 'Industry: Consulting Services', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'python ', 'natural language processing ', 'machine learning ', 'artificial intelligence ']","Delhi (Delhi), Delhi/ NCR (Delhi)"
582,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['cuda ', 'arcgis ', 'esri ', 'artificial intelligence ', 'git ', 'machine learning ', 'delivery management ', 'written communication', 'written communication', 'project delivery ']",United States of America (USA) (United States Of America (usa))
583,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['cuda ', 'arcgis ', 'esri ', 'artificial intelligence ', 'git ', 'machine learning ', 'delivery management ', 'written communication', 'written communication', 'project delivery ']",United States of America (USA) (United States Of America (usa))
584,"['Job Function: IT Software : Software Products & Services', 'Industry: Banking', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['artificial intelligence ', 'digitization ', 'technical skills', 'technical skills', 'python ', 'director ', 'problem solving ', 'machine learning ']",Poland (Poland)
585,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['algorithms ', 'conference ', 'cloud services ', 'python ', 'oracle ', 'information management ', 'problem solving ', 'machine learning ']",Singapore (Singapore)
586,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['image processing ', 'python ', 'c ', 'natural language processing ', 'machine learning ', 'sql ', 'nosql ', 'docker ', 'java ', 'software engineer ', 'software engineering ']",Hyderabad/ Secunderabad (Andhra Pradesh)
587,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['image processing ', 'python ', 'c ', 'natural language processing ', 'machine learning ', 'sql ', 'nosql ', 'docker ', 'java ', 'software engineer ', 'software engineering ']",Hyderabad/ Secunderabad (Andhra Pradesh)
588,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['cuda ', 'software design ', 'artificial intelligence ', 'debugging ', 'python ', 'director ']",United States of America (USA) (United States Of America (usa))
589,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['artificial intelligence ', 'database ', 'postgresql ', 'mongodb ', 'python ', 'mining ', 'machine learning ']",Pune (Maharashtra)
590,"['Job Function: Sales/Business Development', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Channel Sales', 'Qualification:                         MBA/ PGDM                                                                                       Any Graduate', 'MBA/ PGDM', 'Any Graduate', 'Employment Type:               Full Time']","['revenue growth ', 'business development ', 'sales ', 'demand generation ', 'presentation ', 'sales manager ', 'channel partners ']",Japan (Japan)
591,"['Job Function: IT Software : Software Products & Services', 'Industry: IT-Hardware/Networking,  Telecom', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['cuda ', 'c ', 'java ', 'software engineering ', 'api ', 'python ', 'machine learning ']",United States of America (USA) (United States Of America (usa))
592,"['Job Function: IT Software : Software Products & Services', 'Industry: Software Services,  IT-Software', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['docker ', 'devops ', 'pattern recognition ', 'image processing ', 'san ', 'python ', 'c ', 'natural language processing ', 'machine learning ', 'django ', 'consultant ', 'opencv ']",United States of America (USA) (United States Of America (usa))
593,"['Job Function: IT Software : Software Products & Services', 'Industry: Insurance', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['c ', 'sql ', 'java ', 'c# ', 'python ', 'team player ']",United States of America (USA) (United States Of America (usa))
594,"['Job Function: IT Software : Software Products & Services', 'Industry: Retailing,  Consumer Durables/FMCG', 'Specialization:Software Engineer', 'Qualification:                         Any Graduate', 'Any Graduate', 'Employment Type:               Full Time']","['orchestration ', 'information technology ', 'scala ', 'python ', 'machine learning ', 'infrastructure ']",United States of America (USA) (United States Of America (usa))
595,"['Job Function: Engg. project Mgmt./site Engg./Civil Engg.,IT Software : Software Products & Services', 'Industry: Automobiles/Auto Component/Auto Ancillary,  Engineering/Projects', 'Specialization:Application Programming,CAD/CAE,Civil', 'Qualification:                         CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)                                                                                       BE/ B.Tech (Engineering)                                                                    (Automobile,  Mechanical                                                                        )', 'CA (Chartered Accountant),  CS (Company Secretary),  ICWA,  M.Arch. (Architecture),  M.Com. (Commerce),  M.Ed. (Education),  M.Pharm. (Pharmacy),  M.Phil. (Philosophy),  M.Sc. (Science),  MA (Arts),  MBA/ PGDM,  MCA/ PGDCA,  MD/ MS (Medicine),  ME/ M.Tech./ MS (Engg/ Sciences),  Master of Dental Surgery (MDS),  ML/ LLM (Law)', 'BE/ B.Tech (Engineering)                                                                    (Automobile,  Mechanical                                                                        )', 'Employment Type:               Full Time']","['CAD Development CAD Drafting ', 'CAD Data CAD Design ', '3D CAD systems ', 'Mechanical Engineering ']","Ahmedabad (Gujarat), Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Hyderabad/ Secunderabad (Andhra Pradesh), Kolkata (West Bengal)"
